movieId,title,genres,year,clean_title,genre_list,combined_tags,rating_count,average_rating
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,1986.0,"American Tail, An","['Adventure', 'Animation', 'Children', 'Comedy']",,18,3.17
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,1991.0,"American Tail: Fievel Goes West, An","['Adventure', 'Animation', 'Children', 'Musical', 'Western']",,10,2.7
2143,Legend (1985),Adventure|Fantasy|Romance,1985.0,Legend,"['Adventure', 'Fantasy', 'Romance']",,13,3.08
2144,Sixteen Candles (1984),Comedy|Romance,1984.0,Sixteen Candles,"['Comedy', 'Romance']",,49,3.6
2145,Pretty in Pink (1986),Comedy|Drama|Romance,1986.0,Pretty in Pink,"['Comedy', 'Drama', 'Romance']",1980s high school,33,3.24
2146,St. Elmo's Fire (1985),Drama|Romance,1985.0,St. Elmo's Fire,"['Drama', 'Romance']",post-college,16,3.22
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,1986.0,"Clan of the Cave Bear, The","['Adventure', 'Drama', 'Fantasy']",,3,2.67
2148,House (1986),Comedy|Fantasy|Horror,1986.0,House,"['Comedy', 'Fantasy', 'Horror']",,9,3.06
2149,House II: The Second Story (1987),Comedy|Fantasy|Horror,1987.0,House II: The Second Story,"['Comedy', 'Fantasy', 'Horror']",,4,1.75
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,1980.0,"Gods Must Be Crazy, The","['Adventure', 'Comedy']",,28,3.89
2151,"Gods Must Be Crazy II, The (1989)",Comedy,1989.0,"Gods Must Be Crazy II, The",['Comedy'],,6,3.75
2152,Air Bud: Golden Receiver (1998),Children|Comedy,1998.0,Air Bud: Golden Receiver,"['Children', 'Comedy']",,3,2.0
2153,"Avengers, The (1998)",Action|Adventure,1998.0,"Avengers, The","['Action', 'Adventure']",,11,2.32
2154,How Stella Got Her Groove Back (1998),Drama|Romance,1998.0,How Stella Got Her Groove Back,"['Drama', 'Romance']",,2,1.75
2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama,1998.0,"Slums of Beverly Hills, The","['Comedy', 'Drama']",,8,3.62
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,1998.0,"Best Man, The (Testimone dello sposo, Il)","['Comedy', 'Drama', 'Romance']",,1,4.0
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,1986.0,Henry: Portrait of a Serial Killer,"['Crime', 'Horror', 'Thriller']",,7,3.93
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,1968.0,Rosemary's Baby,"['Drama', 'Horror', 'Thriller']",atmospheric creepy paranoia scary suspense demons,32,4.17
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,1984.0,"NeverEnding Story, The","['Adventure', 'Children', 'Fantasy']",,43,3.58
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,1990.0,"NeverEnding Story II: The Next Chapter, The","['Adventure', 'Children', 'Fantasy']",,8,2.5
2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror,1978.0,Attack of the Killer Tomatoes!,"['Comedy', 'Horror']",,5,2.2
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,1987.0,Surf Nazis Must Die,"['Action', 'Comedy', 'Drama', 'Horror']",,1,1.0
2165,Your Friends and Neighbors (1998),Comedy|Drama,1998.0,Your Friends and Neighbors,"['Comedy', 'Drama']",,2,3.5
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,1998.0,Return to Paradise,"['Crime', 'Drama', 'Romance', 'Thriller']",,4,2.5
2167,Blade (1998),Action|Horror|Thriller,1998.0,Blade,"['Action', 'Horror', 'Thriller']",vampires,58,3.36
2169,Dead Man on Campus (1998),Comedy,1998.0,Dead Man on Campus,['Comedy'],,7,2.29
2170,Wrongfully Accused (1998),Action|Comedy,1998.0,Wrongfully Accused,"['Action', 'Comedy']",,5,2.4
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,1998.0,Next Stop Wonderland,"['Comedy', 'Drama', 'Romance']",aquarium boston personals ads,8,3.31
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,1998.0,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)","['Comedy', 'Drama']",,1,3.0
2174,Beetlejuice (1988),Comedy|Fantasy,1988.0,Beetlejuice,"['Comedy', 'Fantasy']",,91,3.47
2175,Déjà Vu (1997),Drama|Romance,1997.0,Déjà Vu,"['Drama', 'Romance']",,1,4.5
2176,Rope (1948),Crime|Drama|Thriller,1948.0,Rope,"['Crime', 'Drama', 'Thriller']",,10,3.9
2177,Family Plot (1976),Comedy|Thriller,1976.0,Family Plot,"['Comedy', 'Thriller']",,3,3.17
2178,Frenzy (1972),Thriller,1972.0,Frenzy,['Thriller'],,2,3.5
2179,Topaz (1969),Thriller,1969.0,Topaz,['Thriller'],,1,3.0
2180,Torn Curtain (1966),Thriller,1966.0,Torn Curtain,['Thriller'],,1,3.5
2181,Marnie (1964),Drama|Mystery|Romance|Thriller,1964.0,Marnie,"['Drama', 'Mystery', 'Romance', 'Thriller']",,4,3.62
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,1956.0,"Wrong Man, The","['Drama', 'Film-Noir', 'Thriller']",,4,2.88
2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,1956.0,"Man Who Knew Too Much, The","['Adventure', 'Drama', 'Mystery', 'Thriller']",,9,3.56
2184,"Trouble with Harry, The (1955)",Comedy|Mystery,1955.0,"Trouble with Harry, The","['Comedy', 'Mystery']",,6,3.42
2185,I Confess (1953),Thriller,1953.0,I Confess,['Thriller'],,2,4.0
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,1951.0,Strangers on a Train,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",murder,25,3.98
2187,Stage Fright (1950),Mystery|Romance|Thriller,1950.0,Stage Fright,"['Mystery', 'Romance', 'Thriller']",theater,2,3.5
2188,54 (1998),Drama,1998.0,54,['Drama'],,5,2.0
2190,Why Do Fools Fall In Love? (1998),Drama,1998.0,Why Do Fools Fall In Love?,['Drama'],,1,2.0
2193,Willow (1988),Action|Adventure|Fantasy,1988.0,Willow,"['Action', 'Adventure', 'Fantasy']",,40,3.34
2194,"Untouchables, The (1987)",Action|Crime|Drama,1987.0,"Untouchables, The","['Action', 'Crime', 'Drama']",capone gangsters,65,3.94
2195,Dirty Work (1998),Comedy,1998.0,Dirty Work,['Comedy'],,7,3.21
2196,Knock Off (1998),Action,1998.0,Knock Off,['Action'],,1,5.0
2201,"Paradine Case, The (1947)",Drama,1947.0,"Paradine Case, The",['Drama'],,2,3.5
2202,Lifeboat (1944),Drama|War,1944.0,Lifeboat,"['Drama', 'War']",survival,7,4.36
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,1943.0,Shadow of a Doubt,"['Crime', 'Drama', 'Thriller']",small towns,7,4.14
2204,Saboteur (1942),Mystery|Thriller,1942.0,Saboteur,"['Mystery', 'Thriller']",,4,3.88
2205,Mr. & Mrs. Smith (1941),Comedy|Romance,1941.0,Mr. & Mrs. Smith,"['Comedy', 'Romance']",,4,2.88
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,1941.0,Suspicion,"['Film-Noir', 'Mystery', 'Thriller']",paranoia,5,4.0
2207,Jamaica Inn (1939),Drama,1939.0,Jamaica Inn,['Drama'],,1,3.0
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,1938.0,"Lady Vanishes, The","['Drama', 'Mystery', 'Thriller']",train,6,3.92
2210,Sabotage (1936),Thriller,1936.0,Sabotage,['Thriller'],,2,3.25
2211,Secret Agent (1936),Thriller,1936.0,Secret Agent,['Thriller'],,1,3.0
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,1934.0,"Man Who Knew Too Much, The","['Drama', 'Thriller']",,3,3.67
2226,"Ring, The (1927)",Drama,1927.0,"Ring, The",['Drama'],,1,1.0
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,1927.0,"Lodger: A Story of the London Fog, The","['Crime', 'Drama', 'Thriller']",,3,3.5
2231,Rounders (1998),Drama,1998.0,Rounders,['Drama'],,36,3.86
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,1997.0,Cube,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",,27,3.43
2236,Simon Birch (1998),Drama,1998.0,Simon Birch,['Drama'],,9,3.0
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,1975.0,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),"['Comedy', 'Drama']",,6,4.67
2240,My Bodyguard (1980),Drama,1980.0,My Bodyguard,['Drama'],,7,3.86
2241,Class (1983),Comedy,1983.0,Class,['Comedy'],,4,3.5
2243,Broadcast News (1987),Comedy|Drama|Romance,1987.0,Broadcast News,"['Comedy', 'Drama', 'Romance']",journalism,28,3.43
2244,"Allnighter, The (1987)",Comedy|Romance,1987.0,"Allnighter, The","['Comedy', 'Romance']",,2,1.5
2245,Working Girl (1988),Comedy|Drama|Romance,1988.0,Working Girl,"['Comedy', 'Drama', 'Romance']",,22,3.2
2247,Married to the Mob (1988),Comedy,1988.0,Married to the Mob,['Comedy'],mafia,12,3.0
2248,Say Anything... (1989),Comedy|Drama|Romance,1989.0,Say Anything...,"['Comedy', 'Drama', 'Romance']",in your eyes lloyd dobbler,39,3.92
2249,My Blue Heaven (1990),Comedy,1990.0,My Blue Heaven,['Comedy'],mafia,11,3.18
2252,Hero (1992),Comedy|Drama,1992.0,Hero,"['Comedy', 'Drama']",,5,2.5
2253,Toys (1992),Comedy|Fantasy,1992.0,Toys,"['Comedy', 'Fantasy']",,20,2.38
2255,Young Doctors in Love (1982),Comedy,1982.0,Young Doctors in Love,['Comedy'],,2,1.5
2256,Parasite (1982),Horror|Sci-Fi,1982.0,Parasite,"['Horror', 'Sci-Fi']",,2,2.5
2257,No Small Affair (1984),Comedy|Romance,1984.0,No Small Affair,"['Comedy', 'Romance']",,1,4.0
2259,Blame It on Rio (1984),Comedy|Romance,1984.0,Blame It on Rio,"['Comedy', 'Romance']",,8,3.19
2260,Wisdom (1986),Crime|Drama,1986.0,Wisdom,"['Crime', 'Drama']",,2,2.5
2261,One Crazy Summer (1986),Comedy,1986.0,One Crazy Summer,['Comedy'],,6,3.0
2262,About Last Night... (1986),Comedy|Drama|Romance,1986.0,About Last Night...,"['Comedy', 'Drama', 'Romance']",,9,3.0
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,1988.0,"Seventh Sign, The","['Drama', 'Fantasy', 'Thriller']",,5,2.8
2264,We're No Angels (1989),Comedy|Crime,1989.0,We're No Angels,"['Comedy', 'Crime']",,4,2.75
2265,Nothing But Trouble (1991),Adventure|Comedy,1991.0,Nothing But Trouble,"['Adventure', 'Comedy']",,4,2.38
2266,"Butcher's Wife, The (1991)",Comedy|Romance,1991.0,"Butcher's Wife, The","['Comedy', 'Romance']",,5,3.1
2267,Mortal Thoughts (1991),Mystery|Thriller,1991.0,Mortal Thoughts,"['Mystery', 'Thriller']",,2,2.5
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,1992.0,"Few Good Men, A","['Crime', 'Drama', 'Thriller']",court military,57,3.79
2269,Indecent Proposal (1993),Drama|Romance,1993.0,Indecent Proposal,"['Drama', 'Romance']",,8,3.0
2271,Permanent Midnight (1998),Drama,1998.0,Permanent Midnight,['Drama'],,2,3.0
2272,One True Thing (1998),Drama,1998.0,One True Thing,['Drama'],,2,2.75
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,1998.0,Rush Hour,"['Action', 'Comedy', 'Crime', 'Thriller']",,42,3.26
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,1998.0,Six-String Samurai,"['Action', 'Adventure', 'Sci-Fi']",,5,3.6
2278,Ronin (1998),Action|Crime|Thriller,1998.0,Ronin,"['Action', 'Crime', 'Thriller']",,43,3.52
2279,Urban Legend (1998),Horror|Thriller,1998.0,Urban Legend,"['Horror', 'Thriller']",,10,2.4
2280,Clay Pigeons (1998),Crime,1998.0,Clay Pigeons,['Crime'],,2,3.0
2281,Monument Ave. (1998),Action|Crime|Drama,1998.0,Monument Ave.,"['Action', 'Crime', 'Drama']",,1,2.5
2282,Pecker (1998),Comedy|Drama,1998.0,Pecker,"['Comedy', 'Drama']",,6,3.42
2283,"Sheltering Sky, The (1990)",Drama,1990.0,"Sheltering Sky, The",['Drama'],,2,3.5
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,1980.0,"Fiendish Plot of Dr. Fu Manchu, The",['Comedy'],,1,2.0
2287,Them! (1954),Horror|Sci-Fi|Thriller,1954.0,Them!,"['Horror', 'Sci-Fi', 'Thriller']",,5,3.8
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,1982.0,"Thing, The","['Action', 'Horror', 'Sci-Fi', 'Thriller']",,45,3.93
2289,"Player, The (1992)",Comedy|Crime|Drama,1992.0,"Player, The","['Comedy', 'Crime', 'Drama']",,38,3.95
2290,Stardust Memories (1980),Comedy|Drama,1980.0,Stardust Memories,"['Comedy', 'Drama']",,5,3.6
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,1990.0,Edward Scissorhands,"['Drama', 'Fantasy', 'Romance']",freaks,80,3.7
2292,Overnight Delivery (1998),Comedy|Romance,1998.0,Overnight Delivery,"['Comedy', 'Romance']",,1,2.5
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,1998.0,Antz,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",,45,3.24
2295,"Impostors, The (1998)",Comedy,1998.0,"Impostors, The",['Comedy'],screwball,2,4.5
2296,"Night at the Roxbury, A (1998)",Comedy,1998.0,"Night at the Roxbury, A",['Comedy'],snl,10,2.1
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,1998.0,What Dreams May Come,"['Adventure', 'Drama', 'Fantasy', 'Romance']",,14,3.64
2298,Strangeland (1998),Thriller,1998.0,Strangeland,['Thriller'],,1,4.0
2300,"Producers, The (1968)",Comedy,1968.0,"Producers, The",['Comedy'],broadway,33,3.97
2301,History of the World: Part I (1981),Comedy|Musical,1981.0,History of the World: Part I,"['Comedy', 'Musical']",,16,3.62
2302,My Cousin Vinny (1992),Comedy,1992.0,My Cousin Vinny,['Comedy'],court,59,3.26
2303,Nashville (1975),Drama|Musical,1975.0,Nashville,"['Drama', 'Musical']",,5,3.6
2304,Love Is the Devil (1998),Drama,1998.0,Love Is the Devil,['Drama'],,1,4.0
2306,Holy Man (1998),Comedy,1998.0,Holy Man,['Comedy'],,6,2.58
2307,One Tough Cop (1998),Action|Crime,1998.0,One Tough Cop,"['Action', 'Crime']",,1,3.0
2310,"Mighty, The (1998)",Drama,1998.0,"Mighty, The",['Drama'],adolescence,3,3.67
2311,2010: The Year We Make Contact (1984),Sci-Fi,1984.0,2010: The Year We Make Contact,['Sci-Fi'],,17,3.59
2312,Children of a Lesser God (1986),Drama,1986.0,Children of a Lesser God,['Drama'],death penalty,12,3.83
2313,"Elephant Man, The (1980)",Drama,1980.0,"Elephant Man, The",['Drama'],freaks,17,4.03
2314,Beloved (1998),Drama,1998.0,Beloved,['Drama'],,2,4.5
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,1998.0,Bride of Chucky (Child's Play 4),"['Comedy', 'Horror', 'Thriller']",,6,2.17
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,1998.0,Practical Magic,"['Drama', 'Fantasy', 'Mystery', 'Romance']",,7,3.21
2318,Happiness (1998),Comedy|Drama,1998.0,Happiness,"['Comedy', 'Drama']",,16,4.12
2320,Apt Pupil (1998),Drama|Thriller,1998.0,Apt Pupil,"['Drama', 'Thriller']",,9,3.0
2321,Pleasantville (1998),Comedy|Drama|Fantasy,1998.0,Pleasantville,"['Comedy', 'Drama', 'Fantasy']",,61,3.48
2322,Soldier (1998),Action|Sci-Fi|War,1998.0,Soldier,"['Action', 'Sci-Fi', 'War']",,8,3.06
2323,"Cruise, The (1998)",Documentary,1998.0,"Cruise, The",['Documentary'],,2,4.25
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,1997.0,Life Is Beautiful (La Vita è bella),"['Comedy', 'Drama', 'Romance', 'War']",holocaust bittersweet emotional heartwarming poignant sentimental tear jerker tearjerking,88,4.15
2325,Orgazmo (1997),Comedy,1997.0,Orgazmo,['Comedy'],,13,3.12
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,1990.0,Tales from the Darkside: The Movie,"['Fantasy', 'Horror', 'Thriller']",,3,3.67
2328,Vampires (1998),Horror|Western,1998.0,Vampires,"['Horror', 'Western']",,7,2.43
2329,American History X (1998),Crime|Drama,1998.0,American History X,"['Crime', 'Drama']",thought-provoking racism edward norton emotional politics,129,4.22
2330,Hands on a Hard Body (1996),Comedy|Documentary,1996.0,Hands on a Hard Body,"['Comedy', 'Documentary']",,2,4.5
2331,Living Out Loud (1998),Comedy|Drama|Romance,1998.0,Living Out Loud,"['Comedy', 'Drama', 'Romance']",,3,3.0
2332,Belly (1998),Crime|Drama,1998.0,Belly,"['Crime', 'Drama']",,2,1.25
2333,Gods and Monsters (1998),Drama,1998.0,Gods and Monsters,['Drama'],,4,4.12
2334,"Siege, The (1998)",Action|Thriller,1998.0,"Siege, The","['Action', 'Thriller']",terrorism,13,2.81
2335,"Waterboy, The (1998)",Comedy,1998.0,"Waterboy, The",['Comedy'],football,28,3.18
2336,Elizabeth (1998),Drama,1998.0,Elizabeth,['Drama'],england,23,3.67
2337,Velvet Goldmine (1998),Drama,1998.0,Velvet Goldmine,['Drama'],,4,3.38
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1998.0,I Still Know What You Did Last Summer,"['Horror', 'Mystery', 'Thriller']",,18,2.06
2339,I'll Be Home For Christmas (1998),Comedy|Romance,1998.0,I'll Be Home For Christmas,"['Comedy', 'Romance']",,1,1.5
2340,Meet Joe Black (1998),Romance,1998.0,Meet Joe Black,['Romance'],,20,3.05
2342,Hard Core Logo (1996),Comedy|Drama,1996.0,Hard Core Logo,"['Comedy', 'Drama']",,2,4.0
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,1985.0,Runaway Train,"['Action', 'Adventure', 'Drama', 'Thriller']",,8,3.25
2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,1975.0,"Stepford Wives, The","['Mystery', 'Sci-Fi', 'Thriller']",,11,3.18
2347,"Pope of Greenwich Village, The (1984)",Drama,1984.0,"Pope of Greenwich Village, The",['Drama'],,3,2.33
2348,Sid and Nancy (1986),Drama,1986.0,Sid and Nancy,['Drama'],,8,3.44
2349,Mona Lisa (1986),Comedy|Thriller,1986.0,Mona Lisa,"['Comedy', 'Thriller']",,7,3.5
2350,Heart Condition (1990),Comedy,1990.0,Heart Condition,['Comedy'],,2,3.5
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,1957.0,"Nights of Cabiria (Notti di Cabiria, Le)",['Drama'],in netflix queue,7,4.29
2352,"Big Chill, The (1983)",Comedy|Drama,1983.0,"Big Chill, The","['Comedy', 'Drama']",,25,3.84
2353,Enemy of the State (1998),Action|Thriller,1998.0,Enemy of the State,"['Action', 'Thriller']",,67,3.49
2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy,1998.0,"Rugrats Movie, The","['Animation', 'Children', 'Comedy']",,7,2.5
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,1998.0,"Bug's Life, A","['Adventure', 'Animation', 'Children', 'Comedy']",pixar,92,3.52
2356,Celebrity (1998),Comedy,1998.0,Celebrity,['Comedy'],,5,2.6
2357,Central Station (Central do Brasil) (1998),Drama,1998.0,Central Station (Central do Brasil),['Drama'],south america,6,4.42
2358,Savior (1998),Drama|War,1998.0,Savior,"['Drama', 'War']",,1,4.0
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,1998.0,Waking Ned Devine (a.k.a. Waking Ned),['Comedy'],,26,3.67
2360,"Celebration, The (Festen) (1998)",Drama,1998.0,"Celebration, The (Festen)",['Drama'],in netflix queue,12,4.46
2361,Pink Flamingos (1972),Comedy,1972.0,Pink Flamingos,['Comedy'],,10,2.75
2362,Glen or Glenda (1953),Drama,1953.0,Glen or Glenda,['Drama'],,1,4.0
2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,1954.0,Godzilla (Gojira),"['Drama', 'Horror', 'Sci-Fi']",,3,2.17
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,1984.0,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)","['Action', 'Horror', 'Sci-Fi', 'Thriller']",,2,1.5
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,1962.0,King Kong vs. Godzilla (Kingukongu tai Gojira),"['Action', 'Sci-Fi']",,2,2.5
2366,King Kong (1933),Action|Adventure|Fantasy|Horror,1933.0,King Kong,"['Action', 'Adventure', 'Fantasy', 'Horror']",,25,3.64
2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,1976.0,King Kong,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']",,14,2.71
2368,King Kong Lives (1986),Adventure|Sci-Fi,1986.0,King Kong Lives,"['Adventure', 'Sci-Fi']",,1,2.0
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance,1985.0,Desperately Seeking Susan,"['Comedy', 'Drama', 'Romance']",,24,2.67
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,1985.0,"Emerald Forest, The","['Action', 'Adventure', 'Drama']",,1,3.0
2371,Fletch (1985),Comedy|Crime|Mystery,1985.0,Fletch,"['Comedy', 'Crime', 'Mystery']",,24,3.08
2372,Fletch Lives (1989),Comedy,1989.0,Fletch Lives,['Comedy'],,9,2.22
2373,Red Sonja (1985),Action|Adventure|Fantasy,1985.0,Red Sonja,"['Action', 'Adventure', 'Fantasy']",,9,2.28
2374,Gung Ho (1986),Comedy|Drama,1986.0,Gung Ho,"['Comedy', 'Drama']",,9,3.17
2375,"Money Pit, The (1986)",Comedy,1986.0,"Money Pit, The",['Comedy'],,21,2.93
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller,1985.0,"View to a Kill, A","['Action', 'Adventure', 'Thriller']",,21,3.21
2377,Lifeforce (1985),Horror|Sci-Fi,1985.0,Lifeforce,"['Horror', 'Sci-Fi']",,5,2.5
2378,Police Academy (1984),Comedy|Crime,1984.0,Police Academy,"['Comedy', 'Crime']",,22,3.02
2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime,1985.0,Police Academy 2: Their First Assignment,"['Comedy', 'Crime']",,12,2.46
2380,Police Academy 3: Back in Training (1986),Comedy|Crime,1986.0,Police Academy 3: Back in Training,"['Comedy', 'Crime']",,10,2.3
2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,1987.0,Police Academy 4: Citizens on Patrol,"['Comedy', 'Crime']",,7,2.14
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,1988.0,Police Academy 5: Assignment: Miami Beach,"['Comedy', 'Crime']",,5,2.5
2383,Police Academy 6: City Under Siege (1989),Comedy|Crime,1989.0,Police Academy 6: City Under Siege,"['Comedy', 'Crime']",,4,1.5
2384,Babe: Pig in the City (1998),Adventure|Children|Drama,1998.0,Babe: Pig in the City,"['Adventure', 'Children', 'Drama']",,29,2.78
2385,Home Fries (1998),Comedy|Romance,1998.0,Home Fries,"['Comedy', 'Romance']",,3,2.33
2387,Very Bad Things (1998),Comedy|Crime,1998.0,Very Bad Things,"['Comedy', 'Crime']",dark comedy dark humor,16,3.44
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,1997.0,Steam: The Turkish Bath (Hamam),"['Drama', 'Romance']",,1,4.0
2389,Psycho (1998),Crime|Horror|Thriller,1998.0,Psycho,"['Crime', 'Horror', 'Thriller']",,9,1.89
2390,Little Voice (1998),Comedy,1998.0,Little Voice,['Comedy'],in netflix queue,7,3.93
2391,"Simple Plan, A (1998)",Crime|Drama|Thriller,1998.0,"Simple Plan, A","['Crime', 'Drama', 'Thriller']",heist,22,3.8
2392,Jack Frost (1998),Children|Comedy|Drama,1998.0,Jack Frost,"['Children', 'Comedy', 'Drama']",,8,1.94
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,1998.0,Star Trek: Insurrection,"['Action', 'Drama', 'Romance', 'Sci-Fi']",cameo:whoopi goldberg space opera star trek,33,3.15
2394,"Prince of Egypt, The (1998)",Animation|Musical,1998.0,"Prince of Egypt, The","['Animation', 'Musical']",bible moses,25,3.5
2395,Rushmore (1998),Comedy|Drama,1998.0,Rushmore,"['Comedy', 'Drama']",,56,3.54
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,1998.0,Shakespeare in Love,"['Comedy', 'Drama', 'Romance']",england,92,3.78
2398,Miracle on 34th Street (1947),Comedy|Drama,1947.0,Miracle on 34th Street,"['Comedy', 'Drama']",,17,4.06
2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,1985.0,Santa Claus: The Movie,"['Adventure', 'Children', 'Fantasy']",,4,2.25
2400,Prancer (1989),Children|Drama|Fantasy,1989.0,Prancer,"['Children', 'Drama', 'Fantasy']",,2,3.0
2401,Pale Rider (1985),Western,1985.0,Pale Rider,['Western'],,8,3.81
2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,1985.0,Rambo: First Blood Part II,"['Action', 'Adventure', 'Thriller']",,19,2.66
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,1982.0,First Blood (Rambo: First Blood),"['Action', 'Adventure', 'Drama', 'Thriller']",,30,3.55
2404,Rambo III (1988),Action|Adventure|Thriller|War,1988.0,Rambo III,"['Action', 'Adventure', 'Thriller', 'War']",,12,1.92
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,1985.0,"Jewel of the Nile, The","['Action', 'Adventure', 'Comedy', 'Romance']",,21,2.81
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1984.0,Romancing the Stone,"['Action', 'Adventure', 'Comedy', 'Romance']",,54,3.45
2407,Cocoon (1985),Comedy|Sci-Fi,1985.0,Cocoon,"['Comedy', 'Sci-Fi']",,43,3.27
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,1988.0,Cocoon: The Return,"['Comedy', 'Sci-Fi']",,9,2.33
2409,Rocky II (1979),Action|Drama,1979.0,Rocky II,"['Action', 'Drama']",,26,3.19
2410,Rocky III (1982),Action|Drama,1982.0,Rocky III,"['Action', 'Drama']",boxing,24,2.73
2411,Rocky IV (1985),Action|Drama,1985.0,Rocky IV,"['Action', 'Drama']",boxing,29,2.71
2412,Rocky V (1990),Action|Drama,1990.0,Rocky V,"['Action', 'Drama']",boxing,17,1.94
2413,Clue (1985),Comedy|Crime|Mystery|Thriller,1985.0,Clue,"['Comedy', 'Crime', 'Mystery', 'Thriller']",,18,3.39
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,1985.0,Young Sherlock Holmes,"['Action', 'Adventure', 'Children', 'Fantasy', 'Mystery', 'Thriller']",,11,3.36
2415,Violets Are Blue... (1986),Drama|Romance,1986.0,Violets Are Blue...,"['Drama', 'Romance']",,1,3.0
2416,Back to School (1986),Comedy,1986.0,Back to School,['Comedy'],,16,2.91
